Compound_id,Atc_id,relation_type,database
DB04820,N06,x-atc,DRUGBANK
DB04820,N,x-atc,DRUGBANK
DB04821,N06AX,x-atc,DRUGBANK
DB04821,N06A,x-atc,DRUGBANK
DB04821,N06,x-atc,DRUGBANK
DB04821,N,x-atc,DRUGBANK
DB04822,R05DB,x-atc,DRUGBANK
DB04822,R05D,x-atc,DRUGBANK
DB04822,R05,x-atc,DRUGBANK
DB04822,R,x-atc,DRUGBANK
DB04823,A06AB,x-atc,DRUGBANK
DB04823,A06A,x-atc,DRUGBANK
DB04823,A06,x-atc,DRUGBANK
DB04823,A,x-atc,DRUGBANK
DB04824,A06AB,x-atc,DRUGBANK
DB04824,A06A,x-atc,DRUGBANK
DB04824,A06,x-atc,DRUGBANK
DB04824,A,x-atc,DRUGBANK
DB04825,C01DX,x-atc,DRUGBANK
DB04825,C01D,x-atc,DRUGBANK
DB04825,C01,x-atc,DRUGBANK
DB04825,C,x-atc,DRUGBANK
DB04826,R06AX,x-atc,DRUGBANK
DB04826,R06A,x-atc,DRUGBANK
DB04826,R06,x-atc,DRUGBANK
DB04826,R,x-atc,DRUGBANK
DB04828,M01AB,x-atc,DRUGBANK
DB04828,M01A,x-atc,DRUGBANK
DB04828,M01,x-atc,DRUGBANK
DB04828,M,x-atc,DRUGBANK
DB04830,A10BA,x-atc,DRUGBANK
DB04830,A10B,x-atc,DRUGBANK
DB04830,A10,x-atc,DRUGBANK
DB04830,A,x-atc,DRUGBANK
DB04831,C03CC,x-atc,DRUGBANK
DB04831,C03C,x-atc,DRUGBANK
DB04831,C03,x-atc,DRUGBANK
DB04831,C,x-atc,DRUGBANK
DB04832,N06AB,x-atc,DRUGBANK
DB04832,N06A,x-atc,DRUGBANK
DB04832,N06,x-atc,DRUGBANK
DB04832,N,x-atc,DRUGBANK
DB04833,N05CX,x-atc,DRUGBANK
DB04833,N05C,x-atc,DRUGBANK
DB04833,N05,x-atc,DRUGBANK
DB04833,N,x-atc,DRUGBANK
DB04835,J05AX,x-atc,DRUGBANK
DB04835,J05A,x-atc,DRUGBANK
DB04835,J05,x-atc,DRUGBANK
DB04835,J,x-atc,DRUGBANK
DB04836,N06AA,x-atc,DRUGBANK
DB04836,N06A,x-atc,DRUGBANK
DB04836,N06,x-atc,DRUGBANK
DB04836,N,x-atc,DRUGBANK
DB04837,R05DB,x-atc,DRUGBANK
DB04837,R05D,x-atc,DRUGBANK
DB04837,R05,x-atc,DRUGBANK
DB04837,R,x-atc,DRUGBANK
DB04838,C04AX,x-atc,DRUGBANK
DB04838,C04A,x-atc,DRUGBANK
DB04838,C04,x-atc,DRUGBANK
DB04838,C,x-atc,DRUGBANK
DB04839,G03HB,x-atc,DRUGBANK
DB04839,G03H,x-atc,DRUGBANK
DB04839,G03,x-atc,DRUGBANK
DB04839,G,x-atc,DRUGBANK
DB04840,C02CC,x-atc,DRUGBANK
DB04840,C02C,x-atc,DRUGBANK
DB04840,C02,x-atc,DRUGBANK
DB04840,C,x-atc,DRUGBANK
DB04841,N07CA,x-atc,DRUGBANK
DB04841,N07C,x-atc,DRUGBANK
DB04841,N07,x-atc,DRUGBANK
DB04841,N,x-atc,DRUGBANK
DB04842,N05AG,x-atc,DRUGBANK
DB04842,N05A,x-atc,DRUGBANK
DB04842,N05,x-atc,DRUGBANK
DB04842,N,x-atc,DRUGBANK
DB04843,A03AB,x-atc,DRUGBANK
DB04843,A03A,x-atc,DRUGBANK
DB04843,A03,x-atc,DRUGBANK
DB04843,A,x-atc,DRUGBANK
DB04844,N07XX,x-atc,DRUGBANK
DB04844,N07X,x-atc,DRUGBANK
DB04844,N07,x-atc,DRUGBANK
DB04844,N,x-atc,DRUGBANK
DB04845,L01DC,x-atc,DRUGBANK
DB04845,L01D,x-atc,DRUGBANK
DB04845,L01,x-atc,DRUGBANK
DB04845,L,x-atc,DRUGBANK
DB04846,C07AB,x-atc,DRUGBANK
DB04846,C07A,x-atc,DRUGBANK
DB04846,C07,x-atc,DRUGBANK
DB04846,C,x-atc,DRUGBANK
DB04847,B03XA,x-atc,DRUGBANK
DB04847,B03X,x-atc,DRUGBANK
DB04847,B03,x-atc,DRUGBANK
DB04847,B,x-atc,DRUGBANK
DB04849,L01XE,x-atc,DRUGBANK
DB04849,L01X,x-atc,DRUGBANK
DB04849,L01,x-atc,DRUGBANK
DB04849,L,x-atc,DRUGBANK
DB04854,M04AA,x-atc,DRUGBANK
DB04854,M04A,x-atc,DRUGBANK
DB04854,M04,x-atc,DRUGBANK
DB04854,M,x-atc,DRUGBANK
DB04855,C01BD,x-atc,DRUGBANK
DB04855,C01B,x-atc,DRUGBANK
DB04855,C01,x-atc,DRUGBANK
DB04855,C,x-atc,DRUGBANK
DB04861,C09DX,x-atc,DRUGBANK
DB04861,C09D,x-atc,DRUGBANK
DB04861,C09,x-atc,DRUGBANK
DB04861,C,x-atc,DRUGBANK
DB04865,L01XX,x-atc,DRUGBANK
DB04865,L01X,x-atc,DRUGBANK
DB04865,L01,x-atc,DRUGBANK
DB04865,L,x-atc,DRUGBANK
DB04868,L01XE,x-atc,DRUGBANK
DB04868,L01X,x-atc,DRUGBANK
DB04868,L01,x-atc,DRUGBANK
DB04868,L,x-atc,DRUGBANK
DB04871,A08AA,x-atc,DRUGBANK
DB04871,A08A,x-atc,DRUGBANK
DB04871,A08,x-atc,DRUGBANK
DB04871,A,x-atc,DRUGBANK
DB04876,A10BH,x-atc,DRUGBANK
DB04876,A10B,x-atc,DRUGBANK
DB04876,A10,x-atc,DRUGBANK
DB04876,A,x-atc,DRUGBANK
DB04878,A10BF,x-atc,DRUGBANK
DB04878,A10B,x-atc,DRUGBANK
DB04878,A10,x-atc,DRUGBANK
DB04878,A,x-atc,DRUGBANK
DB04880,C01CE,x-atc,DRUGBANK
DB04880,C01C,x-atc,DRUGBANK
DB04880,C01,x-atc,DRUGBANK
DB04880,C,x-atc,DRUGBANK
DB04884,G04BX,x-atc,DRUGBANK
DB04884,G04B,x-atc,DRUGBANK
DB04884,G04,x-atc,DRUGBANK
DB04884,G,x-atc,DRUGBANK
DB04885,A03AE,x-atc,DRUGBANK
DB04885,A03A,x-atc,DRUGBANK
DB04885,A03,x-atc,DRUGBANK
DB04885,A,x-atc,DRUGBANK
DB04894,H01CB,x-atc,DRUGBANK
DB04894,H01C,x-atc,DRUGBANK
DB04894,H01,x-atc,DRUGBANK
DB04894,H,x-atc,DRUGBANK
DB04895,S01LA,x-atc,DRUGBANK
DB04895,S01L,x-atc,DRUGBANK
DB04895,S01,x-atc,DRUGBANK
DB04895,S,x-atc,DRUGBANK
DB04896,N06AX,x-atc,DRUGBANK
DB04896,N06A,x-atc,DRUGBANK
DB04896,N06,x-atc,DRUGBANK
DB04896,N,x-atc,DRUGBANK
DB04898,B01AE,x-atc,DRUGBANK
DB04898,B01A,x-atc,DRUGBANK
DB04898,B01,x-atc,DRUGBANK
DB04898,B,x-atc,DRUGBANK
DB04899,C01DX,x-atc,DRUGBANK
DB04899,C01D,x-atc,DRUGBANK
DB04899,C01,x-atc,DRUGBANK
DB04899,C,x-atc,DRUGBANK
DB04907,L01XX,x-atc,DRUGBANK
DB04907,L01X,x-atc,DRUGBANK
DB04907,L01,x-atc,DRUGBANK
DB04907,L,x-atc,DRUGBANK
DB04908,G02CX,x-atc,DRUGBANK
DB04908,G02C,x-atc,DRUGBANK
DB04908,G02,x-atc,DRUGBANK
DB04908,G,x-atc,DRUGBANK
DB04911,J01XA,x-atc,DRUGBANK
DB04911,J01X,x-atc,DRUGBANK
DB04911,J01,x-atc,DRUGBANK
DB04911,J,x-atc,DRUGBANK
DB04920,C08CA,x-atc,DRUGBANK
DB04920,C08C,x-atc,DRUGBANK
DB04920,C08,x-atc,DRUGBANK
DB04920,C,x-atc,DRUGBANK
DB04924,A03FA,x-atc,DRUGBANK
DB04924,A03F,x-atc,DRUGBANK
DB04924,A03,x-atc,DRUGBANK
DB04924,A,x-atc,DRUGBANK
DB04930,P03AC,x-atc,DRUGBANK
DB04930,P03A,x-atc,DRUGBANK
DB04930,P03,x-atc,DRUGBANK
DB04930,P,x-atc,DRUGBANK
DB04931,D02BB,x-atc,DRUGBANK
DB04931,D02B,x-atc,DRUGBANK
DB04931,D02,x-atc,DRUGBANK
DB04931,D,x-atc,DRUGBANK
DB04932,B01AX,x-atc,DRUGBANK
DB04932,B01A,x-atc,DRUGBANK
DB04932,B01,x-atc,DRUGBANK
DB04932,B,x-atc,DRUGBANK
DB04938,G03XC,x-atc,DRUGBANK
DB04938,G03X,x-atc,DRUGBANK
DB04938,G03,x-atc,DRUGBANK
DB04938,G,x-atc,DRUGBANK
DB04941,A07XA,x-atc,DRUGBANK
DB04941,A07X,x-atc,DRUGBANK
DB04941,A07,x-atc,DRUGBANK
DB04941,A,x-atc,DRUGBANK
DB04944,C01EB,x-atc,DRUGBANK
DB04944,C01E,x-atc,DRUGBANK
DB04944,C01,x-atc,DRUGBANK
DB04944,C,x-atc,DRUGBANK
DB04946,N05AX,x-atc,DRUGBANK
DB04946,N05A,x-atc,DRUGBANK
DB04946,N05,x-atc,DRUGBANK
DB04946,N,x-atc,DRUGBANK
DB04948,N07BC,x-atc,DRUGBANK
DB04948,N07B,x-atc,DRUGBANK
DB04948,N07,x-atc,DRUGBANK
DB04948,N,x-atc,DRUGBANK
DB04951,L04AX,x-atc,DRUGBANK
DB04951,L04A,x-atc,DRUGBANK
DB04951,L04,x-atc,DRUGBANK
DB04951,L,x-atc,DRUGBANK
DB04953,N03AX,x-atc,DRUGBANK
DB04953,N03A,x-atc,DRUGBANK
DB04953,N03,x-atc,DRUGBANK
DB04953,N,x-atc,DRUGBANK
DB04956,L04AB,x-atc,DRUGBANK
DB04956,L04A,x-atc,DRUGBANK
DB04956,L04,x-atc,DRUGBANK
DB04956,L,x-atc,DRUGBANK
DB04977,L01XX,x-atc,DRUGBANK
DB04977,L01X,x-atc,DRUGBANK
DB04977,L01,x-atc,DRUGBANK
DB04977,L,x-atc,DRUGBANK
DB04996,L01XA,x-atc,DRUGBANK
DB04996,L01X,x-atc,DRUGBANK
DB04996,L01,x-atc,DRUGBANK
DB04996,L,x-atc,DRUGBANK
DB05013,D06BX,x-atc,DRUGBANK
DB05013,D06B,x-atc,DRUGBANK
DB05013,D06,x-atc,DRUGBANK
DB05013,D,x-atc,DRUGBANK
DB05015,L01XX,x-atc,DRUGBANK
DB05015,L01X,x-atc,DRUGBANK
DB05015,L01,x-atc,DRUGBANK
DB05015,L,x-atc,DRUGBANK
DB05016,M09AX,x-atc,DRUGBANK
DB05016,M09A,x-atc,DRUGBANK
DB05016,M09,x-atc,DRUGBANK
DB05016,M,x-atc,DRUGBANK
DB05018,A16AX,x-atc,DRUGBANK
DB05018,A16A,x-atc,DRUGBANK
DB05018,A16,x-atc,DRUGBANK
DB05018,A,x-atc,DRUGBANK
DB05039,R03AC,x-atc,DRUGBANK
DB05039,R03A,x-atc,DRUGBANK
DB05039,R03,x-atc,DRUGBANK
DB05039,R,x-atc,DRUGBANK
DB05057,R05CB,x-atc,DRUGBANK
DB05057,R05C,x-atc,DRUGBANK
DB05057,R05,x-atc,DRUGBANK
DB05057,R,x-atc,DRUGBANK
DB05099,B01AD,x-atc,DRUGBANK
DB05099,B01A,x-atc,DRUGBANK
DB05099,B01,x-atc,DRUGBANK
DB05099,B,x-atc,DRUGBANK
DB05105,J05AX,x-atc,DRUGBANK
DB05105,J05A,x-atc,DRUGBANK
DB05105,J05,x-atc,DRUGBANK
DB05105,J,x-atc,DRUGBANK
DB05109,L01CX,x-atc,DRUGBANK
DB05109,L01C,x-atc,DRUGBANK
DB05109,L01,x-atc,DRUGBANK
DB05109,L,x-atc,DRUGBANK
DB05168,L01CA,x-atc,DRUGBANK
DB05168,L01C,x-atc,DRUGBANK
DB05168,L01,x-atc,DRUGBANK
DB05168,L,x-atc,DRUGBANK
DB05219,D11AH,x-atc,DRUGBANK
DB05219,D11A,x-atc,DRUGBANK
DB05219,D11,x-atc,DRUGBANK
DB05219,D,x-atc,DRUGBANK
DB05229,B01AC,x-atc,DRUGBANK
DB05229,B01A,x-atc,DRUGBANK
DB05229,B01,x-atc,DRUGBANK
DB05229,B,x-atc,DRUGBANK
DB05239,L01XE,x-atc,DRUGBANK
DB05239,L01X,x-atc,DRUGBANK
DB05239,L01,x-atc,DRUGBANK
DB05239,L,x-atc,DRUGBANK
DB05245,D06BA,x-atc,DRUGBANK
DB05245,D06B,x-atc,DRUGBANK
DB05245,D06,x-atc,DRUGBANK
DB05245,D,x-atc,DRUGBANK
DB05246,N03AD,x-atc,DRUGBANK
DB05246,N03A,x-atc,DRUGBANK
DB05246,N03,x-atc,DRUGBANK
DB05246,N,x-atc,DRUGBANK
DB05254,B01AD,x-atc,DRUGBANK
DB05254,B01A,x-atc,DRUGBANK
DB05254,B01,x-atc,DRUGBANK
DB05254,B,x-atc,DRUGBANK
DB05259,L03AX,x-atc,DRUGBANK
DB05259,L03A,x-atc,DRUGBANK
DB05259,L03,x-atc,DRUGBANK
DB05259,L,x-atc,DRUGBANK
DB05266,R03DC,x-atc,DRUGBANK
DB05266,R03D,x-atc,DRUGBANK
DB05266,R03,x-atc,DRUGBANK
DB05266,R,x-atc,DRUGBANK
DB05271,N04BC,x-atc,DRUGBANK
DB05271,N04B,x-atc,DRUGBANK
DB05271,N04,x-atc,DRUGBANK
DB05271,N,x-atc,DRUGBANK
DB05273,V10BX,x-atc,DRUGBANK
DB05273,V10B,x-atc,DRUGBANK
DB05273,V10,x-atc,DRUGBANK
DB05273,V,x-atc,DRUGBANK
DB05294,L01XE,x-atc,DRUGBANK
DB05294,L01X,x-atc,DRUGBANK
DB05294,L01,x-atc,DRUGBANK
DB05294,L,x-atc,DRUGBANK
DB05311,B06AC,x-atc,DRUGBANK
DB05311,B06A,x-atc,DRUGBANK
DB05311,B06,x-atc,DRUGBANK
DB05311,B,x-atc,DRUGBANK
DB05316,N05AX,x-atc,DRUGBANK
DB05316,N05A,x-atc,DRUGBANK
DB05316,N05,x-atc,DRUGBANK
DB05316,N,x-atc,DRUGBANK
DB05332,B02BX,x-atc,DRUGBANK
DB05332,B02B,x-atc,DRUGBANK
DB05332,B02,x-atc,DRUGBANK
DB05332,B,x-atc,DRUGBANK
DB05336,J06BB,x-atc,DRUGBANK
DB05336,J06B,x-atc,DRUGBANK
DB05336,J06,x-atc,DRUGBANK
DB05336,J,x-atc,DRUGBANK
DB05351,A02BC,x-atc,DRUGBANK
DB05351,A02B,x-atc,DRUGBANK
DB05351,A02,x-atc,DRUGBANK
DB05351,A,x-atc,DRUGBANK
DB05381,L03AX,x-atc,DRUGBANK
DB05381,L03A,x-atc,DRUGBANK
DB05381,L03,x-atc,DRUGBANK
DB05381,L,x-atc,DRUGBANK
DB05382,D08AG,x-atc,DRUGBANK
DB05382,D08A,x-atc,DRUGBANK
DB05382,D08,x-atc,DRUGBANK
DB05382,D,x-atc,DRUGBANK
DB05394,V04CD,x-atc,DRUGBANK
DB05394,V04C,x-atc,DRUGBANK
DB05394,V04,x-atc,DRUGBANK
DB05394,V,x-atc,DRUGBANK
DB05396,L03AB,x-atc,DRUGBANK
DB05396,L03A,x-atc,DRUGBANK
DB05396,L03,x-atc,DRUGBANK
DB05396,L,x-atc,DRUGBANK
DB05459,L04AC,x-atc,DRUGBANK
DB05459,L04A,x-atc,DRUGBANK
DB05459,L04,x-atc,DRUGBANK
DB05459,L,x-atc,DRUGBANK
DB05521,J05AP,x-atc,DRUGBANK
DB05521,J05A,x-atc,DRUGBANK
DB05521,J05,x-atc,DRUGBANK
DB05521,J,x-atc,DRUGBANK
DB05528,C10AX,x-atc,DRUGBANK
DB05528,C10A,x-atc,DRUGBANK
DB05528,C10,x-atc,DRUGBANK
DB05528,C,x-atc,DRUGBANK
DB05541,N03AX,x-atc,DRUGBANK
DB05541,N03A,x-atc,DRUGBANK
DB05541,N03,x-atc,DRUGBANK
DB05541,N,x-atc,DRUGBANK
DB05578,L01XC,x-atc,DRUGBANK
DB05578,L01X,x-atc,DRUGBANK
DB05578,L01,x-atc,DRUGBANK
DB05578,L,x-atc,DRUGBANK
DB05630,P01CB,x-atc,DRUGBANK
DB05630,P01C,x-atc,DRUGBANK
DB05630,P01,x-atc,DRUGBANK
DB05630,P,x-atc,DRUGBANK
DB05676,L04AA,x-atc,DRUGBANK
DB05676,L04A,x-atc,DRUGBANK
DB05676,L04,x-atc,DRUGBANK
DB05676,L,x-atc,DRUGBANK
DB05679,L04AC,x-atc,DRUGBANK
DB05679,L04A,x-atc,DRUGBANK
DB05679,L04,x-atc,DRUGBANK
DB05679,L,x-atc,DRUGBANK
DB05773,L01XC,x-atc,DRUGBANK
DB05773,L01X,x-atc,DRUGBANK
DB05773,L01,x-atc,DRUGBANK
DB05773,L,x-atc,DRUGBANK
DB05791,V08CX,x-atc,DRUGBANK
DB05791,V08C,x-atc,DRUGBANK
DB05791,V08,x-atc,DRUGBANK
DB05791,V,x-atc,DRUGBANK
DB05794,C01DX,x-atc,DRUGBANK
DB05794,C01D,x-atc,DRUGBANK
DB05794,C01,x-atc,DRUGBANK
DB05794,C,x-atc,DRUGBANK
DB05812,L02BX,x-atc,DRUGBANK
DB05812,L02B,x-atc,DRUGBANK
DB05812,L02,x-atc,DRUGBANK
DB05812,L,x-atc,DRUGBANK
DB05829,H05AA,x-atc,DRUGBANK
DB05829,H05A,x-atc,DRUGBANK
DB05829,H05,x-atc,DRUGBANK
DB05829,H,x-atc,DRUGBANK
DB05889,L01XC,x-atc,DRUGBANK
DB05889,L01X,x-atc,DRUGBANK
DB05889,L01,x-atc,DRUGBANK
DB05889,L,x-atc,DRUGBANK
DB05990,A05AA,x-atc,DRUGBANK
DB05990,A05A,x-atc,DRUGBANK
DB05990,A05,x-atc,DRUGBANK
DB05990,A,x-atc,DRUGBANK
DB06014,M09AX,x-atc,DRUGBANK
DB06014,M09A,x-atc,DRUGBANK
DB06014,M09,x-atc,DRUGBANK
DB06014,M,x-atc,DRUGBANK
DB06016,N05AX,x-atc,DRUGBANK
DB06016,N05A,x-atc,DRUGBANK
DB06016,N05,x-atc,DRUGBANK
DB06016,N,x-atc,DRUGBANK
DB06043,L01XC,x-atc,DRUGBANK
DB06043,L01X,x-atc,DRUGBANK
DB06043,L01,x-atc,DRUGBANK
DB06043,L,x-atc,DRUGBANK
DB06081,B01AX,x-atc,DRUGBANK
DB06081,B01A,x-atc,DRUGBANK
DB06081,B01,x-atc,DRUGBANK
DB06081,B,x-atc,DRUGBANK
DB06144,N05AE,x-atc,DRUGBANK
DB06144,N05A,x-atc,DRUGBANK
DB06144,N05,x-atc,DRUGBANK
DB06144,N,x-atc,DRUGBANK
DB06145,J01RA,x-atc,DRUGBANK
DB06145,J01R,x-atc,DRUGBANK
DB06145,J01,x-atc,DRUGBANK
DB06145,J,x-atc,DRUGBANK
DB06147,J01EB,x-atc,DRUGBANK
DB06147,J01E,x-atc,DRUGBANK
DB06147,J01,x-atc,DRUGBANK
DB06147,J,x-atc,DRUGBANK
DB06148,N06AX,x-atc,DRUGBANK
DB06148,N06A,x-atc,DRUGBANK
DB06148,N06,x-atc,DRUGBANK
DB06148,N,x-atc,DRUGBANK
DB06149,J01XA,x-atc,DRUGBANK
DB06149,J01X,x-atc,DRUGBANK
DB06149,J01,x-atc,DRUGBANK
DB06149,J,x-atc,DRUGBANK
DB06150,J01ED,x-atc,DRUGBANK
DB06150,J01E,x-atc,DRUGBANK
DB06150,J01,x-atc,DRUGBANK
DB06150,J,x-atc,DRUGBANK
DB06151,R05CB,x-atc,DRUGBANK
DB06151,R05C,x-atc,DRUGBANK
DB06151,R05,x-atc,DRUGBANK
DB06151,R,x-atc,DRUGBANK
DB06152,C04AA,x-atc,DRUGBANK
DB06152,C04A,x-atc,DRUGBANK
DB06152,C04,x-atc,DRUGBANK
DB06152,C,x-atc,DRUGBANK
DB06153,N02CX,x-atc,DRUGBANK
DB06153,N02C,x-atc,DRUGBANK
DB06153,N02,x-atc,DRUGBANK
DB06153,N,x-atc,DRUGBANK
DB06154,C01DA,x-atc,DRUGBANK
DB06154,C01D,x-atc,DRUGBANK
DB06154,C01,x-atc,DRUGBANK
DB06154,C,x-atc,DRUGBANK
DB06155,A08AX,x-atc,DRUGBANK
DB06155,A08A,x-atc,DRUGBANK
DB06155,A08,x-atc,DRUGBANK
DB06155,A,x-atc,DRUGBANK
DB06160,J01MA,x-atc,DRUGBANK
DB06160,J01M,x-atc,DRUGBANK
DB06160,J01,x-atc,DRUGBANK
DB06160,J,x-atc,DRUGBANK
DB06168,L04AC,x-atc,DRUGBANK
DB06168,L04A,x-atc,DRUGBANK
DB06168,L04,x-atc,DRUGBANK
DB06168,L,x-atc,DRUGBANK
DB06174,R05DA,x-atc,DRUGBANK
DB06174,R05D,x-atc,DRUGBANK
DB06174,R05,x-atc,DRUGBANK
DB06174,R,x-atc,DRUGBANK
DB06176,L01XX,x-atc,DRUGBANK
DB06176,L01X,x-atc,DRUGBANK
DB06176,L01,x-atc,DRUGBANK
DB06176,L,x-atc,DRUGBANK
DB06186,L01XC,x-atc,DRUGBANK
DB06186,L01X,x-atc,DRUGBANK
DB06186,L01,x-atc,DRUGBANK
DB06186,L,x-atc,DRUGBANK
DB06193,L01DB,x-atc,DRUGBANK
DB06193,L01D,x-atc,DRUGBANK
DB06193,L01,x-atc,DRUGBANK
DB06193,L,x-atc,DRUGBANK
DB06196,B06AC,x-atc,DRUGBANK
DB06196,B06A,x-atc,DRUGBANK
DB06196,B06,x-atc,DRUGBANK
DB06196,B,x-atc,DRUGBANK
DB06200,C01BD,x-atc,DRUGBANK
DB06200,C01B,x-atc,DRUGBANK
DB06200,C01,x-atc,DRUGBANK
DB06200,C,x-atc,DRUGBANK
DB06201,N03AF,x-atc,DRUGBANK
DB06201,N03A,x-atc,DRUGBANK
DB06201,N03,x-atc,DRUGBANK
DB06201,N,x-atc,DRUGBANK
DB06202,G03XC,x-atc,DRUGBANK
DB06202,G03X,x-atc,DRUGBANK
DB06202,G03,x-atc,DRUGBANK
DB06202,G,x-atc,DRUGBANK
DB06203,A10BD,x-atc,DRUGBANK
DB06203,A10B,x-atc,DRUGBANK
DB06203,A10,x-atc,DRUGBANK
DB06203,A,x-atc,DRUGBANK
DB06204,N02AX,x-atc,DRUGBANK
DB06204,N02A,x-atc,DRUGBANK
DB06204,N02,x-atc,DRUGBANK
DB06204,N,x-atc,DRUGBANK
DB06206,V03AB,x-atc,DRUGBANK
DB06206,V03A,x-atc,DRUGBANK
DB06206,V03,x-atc,DRUGBANK
DB06206,V,x-atc,DRUGBANK
DB06207,G04CA,x-atc,DRUGBANK
DB06207,G04C,x-atc,DRUGBANK
DB06207,G04,x-atc,DRUGBANK
DB06207,G,x-atc,DRUGBANK
DB06209,B01AC,x-atc,DRUGBANK
DB06209,B01A,x-atc,DRUGBANK
DB06209,B01,x-atc,DRUGBANK
DB06209,B,x-atc,DRUGBANK
DB06210,B02BX,x-atc,DRUGBANK
DB06210,B02B,x-atc,DRUGBANK
DB06210,B02,x-atc,DRUGBANK
DB06210,B,x-atc,DRUGBANK
DB06211,J01DH,x-atc,DRUGBANK
DB06211,J01D,x-atc,DRUGBANK
DB06211,J01,x-atc,DRUGBANK
DB06211,J,x-atc,DRUGBANK
DB06212,C03XA,x-atc,DRUGBANK
DB06212,C03X,x-atc,DRUGBANK
DB06212,C03,x-atc,DRUGBANK
DB06212,C,x-atc,DRUGBANK
DB06213,C01EB,x-atc,DRUGBANK
DB06213,C01E,x-atc,DRUGBANK
DB06213,C01,x-atc,DRUGBANK
DB06213,C,x-atc,DRUGBANK
DB06216,N05AH,x-atc,DRUGBANK
DB06216,N05A,x-atc,DRUGBANK
DB06216,N05,x-atc,DRUGBANK
DB06216,N,x-atc,DRUGBANK
DB06217,C01BG,x-atc,DRUGBANK
DB06217,C01B,x-atc,DRUGBANK
DB06217,C01,x-atc,DRUGBANK
DB06217,C,x-atc,DRUGBANK
DB06218,N03AX,x-atc,DRUGBANK
DB06218,N03A,x-atc,DRUGBANK
DB06218,N03,x-atc,DRUGBANK
DB06218,N,x-atc,DRUGBANK
DB06219,J01XA,x-atc,DRUGBANK
DB06219,J01X,x-atc,DRUGBANK
DB06219,J01,x-atc,DRUGBANK
DB06219,J,x-atc,DRUGBANK
DB06228,B01AF,x-atc,DRUGBANK
DB06228,B01A,x-atc,DRUGBANK
DB06228,B01,x-atc,DRUGBANK
DB06228,B,x-atc,DRUGBANK
DB06230,N07BB,x-atc,DRUGBANK
DB06230,N07B,x-atc,DRUGBANK
DB06230,N07,x-atc,DRUGBANK
DB06230,N,x-atc,DRUGBANK
DB06233,L01XE,x-atc,DRUGBANK
DB06233,L01X,x-atc,DRUGBANK
DB06233,L01,x-atc,DRUGBANK
DB06233,L,x-atc,DRUGBANK
DB06234,J05AX,x-atc,DRUGBANK
DB06234,J05A,x-atc,DRUGBANK
DB06234,J05,x-atc,DRUGBANK
DB06234,J,x-atc,DRUGBANK
DB06237,G04BE,x-atc,DRUGBANK
DB06237,G04B,x-atc,DRUGBANK
DB06237,G04,x-atc,DRUGBANK
DB06237,G,x-atc,DRUGBANK
DB06243,P01CX,x-atc,DRUGBANK
DB06243,P01C,x-atc,DRUGBANK
DB06243,P01,x-atc,DRUGBANK
DB06243,P,x-atc,DRUGBANK
DB06262,C01CA,x-atc,DRUGBANK
DB06262,C01C,x-atc,DRUGBANK
DB06262,C01,x-atc,DRUGBANK
DB06262,C,x-atc,DRUGBANK
DB06263,L01DB,x-atc,DRUGBANK
DB06263,L01D,x-atc,DRUGBANK
DB06263,L01,x-atc,DRUGBANK
DB06263,L,x-atc,DRUGBANK
DB06264,M03BX,x-atc,DRUGBANK
DB06264,M03B,x-atc,DRUGBANK
DB06264,M03,x-atc,DRUGBANK
DB06264,M,x-atc,DRUGBANK
DB06266,L01XX,x-atc,DRUGBANK
DB06266,L01X,x-atc,DRUGBANK
DB06266,L01,x-atc,DRUGBANK
DB06266,L,x-atc,DRUGBANK
DB06267,G04BE,x-atc,DRUGBANK
DB06267,G04B,x-atc,DRUGBANK
DB06267,G04,x-atc,DRUGBANK
DB06267,G,x-atc,DRUGBANK
DB06268,C02KX,x-atc,DRUGBANK
DB06268,C02K,x-atc,DRUGBANK
DB06268,C02,x-atc,DRUGBANK
DB06268,C,x-atc,DRUGBANK
DB06271,B01AB,x-atc,DRUGBANK
DB06271,B01A,x-atc,DRUGBANK
DB06271,B01,x-atc,DRUGBANK
DB06271,B,x-atc,DRUGBANK
DB06273,L04AC,x-atc,DRUGBANK
DB06273,L04A,x-atc,DRUGBANK
DB06273,L04,x-atc,DRUGBANK
DB06273,L,x-atc,DRUGBANK
DB06274,A06AH,x-atc,DRUGBANK
DB06274,A06A,x-atc,DRUGBANK
DB06274,A06,x-atc,DRUGBANK
DB06274,A,x-atc,DRUGBANK
DB06282,R06AE,x-atc,DRUGBANK
DB06282,R06A,x-atc,DRUGBANK
DB06282,R06,x-atc,DRUGBANK
DB06282,R,x-atc,DRUGBANK
DB06283,N02BG,x-atc,DRUGBANK
DB06283,N02B,x-atc,DRUGBANK
DB06283,N02,x-atc,DRUGBANK
DB06283,N,x-atc,DRUGBANK
DB06285,H05AA,x-atc,DRUGBANK
DB06285,H05A,x-atc,DRUGBANK
DB06285,H05,x-atc,DRUGBANK
DB06285,H,x-atc,DRUGBANK
DB06287,L01XE,x-atc,DRUGBANK
DB06287,L01X,x-atc,DRUGBANK
DB06287,L01,x-atc,DRUGBANK
DB06287,L,x-atc,DRUGBANK
DB06288,N05AL,x-atc,DRUGBANK
DB06288,N05A,x-atc,DRUGBANK
DB06288,N05,x-atc,DRUGBANK
DB06288,N,x-atc,DRUGBANK
